Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,BounceRates,PageValues,SpecialDay,Region,Weekend,VisitorType,Month,TrafficType,OperatingSystems,Browser,Revenue
10,1005.666667,0,0,36,0.004347826,11.43941195,0,1,FALSE,Returning_Visitor,Feb,2,2,6,TRUE
0,0,0,0,2,0,0,0.6,3,FALSE,Returning_Visitor,Feb,3,3,2,FALSE
0,0,0,0,1,0.2,0,1,1,TRUE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,1,0.2,0,0.4,1,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,7,0,0,0,1,TRUE,Returning_Visitor,Feb,5,4,1,FALSE
0,0,0,0,4,0,0,0.8,1,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,6,0,0,0,1,FALSE,Returning_Visitor,Feb,3,2,2,FALSE
0,0,0,0,12,0.016666667,0,0,4,FALSE,Returning_Visitor,Feb,1,3,2,FALSE
0,0,0,0,1,0.2,0,0.8,2,TRUE,Returning_Visitor,Feb,1,2,2,FALSE
0,0,0,0,1,0.2,0,0,1,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,7,0.057142857,0,0,2,FALSE,Returning_Visitor,Feb,1,2,2,FALSE
0,0,0,0,3,0,0,0,1,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,7,0.028571429,0,0.4,3,FALSE,Returning_Visitor,Feb,3,4,1,FALSE
0,0,0,0,19,0,0,0,4,FALSE,Returning_Visitor,Feb,2,1,1,FALSE
2,36,0,0,15,0,0,0.4,1,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,1,0.2,0,0,1,TRUE,Returning_Visitor,Feb,2,1,1,FALSE
0,0,0,0,2,0,0,0,1,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,13,0,0,0,1,FALSE,New_Visitor,Feb,5,2,2,FALSE
0,0,0,0,27,0.003703704,0,0.6,3,FALSE,Returning_Visitor,Feb,3,4,1,FALSE
0,0,0,0,2,0,0,0.2,1,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,6,0.05,0,0.2,1,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,4,0,0,0.6,1,FALSE,Returning_Visitor,Feb,4,1,1,FALSE
0,0,1,0,7,0.038095238,0,0.6,1,FALSE,Returning_Visitor,Feb,7,2,4,FALSE
0,0,0,0,16,0.004166667,0,0,3,FALSE,Returning_Visitor,Feb,4,3,2,FALSE
3,18.33333333,0,0,38,0,0,0.4,1,FALSE,Returning_Visitor,Feb,2,2,4,FALSE
4,61,0,0,19,0,17.53595893,1,7,TRUE,Returning_Visitor,Feb,4,1,1,TRUE
0,0,0,0,6,0,0,0.4,3,FALSE,Returning_Visitor,Feb,2,1,1,FALSE
2,31,1,16,36,0,0,0.8,4,FALSE,Returning_Visitor,Feb,3,2,2,FALSE
3,58.5,0,0,17,0.007058824,0,0,3,FALSE,Returning_Visitor,Feb,4,1,1,FALSE
0,0,0,0,2,0.15,0,0,7,FALSE,Returning_Visitor,Feb,2,1,1,FALSE
0,0,1,0,9,0.044444444,0,0.8,1,FALSE,Returning_Visitor,Feb,3,4,1,FALSE
0,0,0,0,12,0.05,0,0,1,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,2,0.05,0,0.8,1,FALSE,Returning_Visitor,Feb,3,3,3,FALSE
6,326.25,4,94,128,0.000854701,0,0,1,FALSE,Returning_Visitor,Feb,3,2,5,FALSE
0,0,0,0,4,0,0,0.6,3,FALSE,Returning_Visitor,Feb,3,2,2,FALSE
0,0,0,0,4,0.2,0,0.4,1,FALSE,Returning_Visitor,Feb,3,2,2,FALSE
0,0,0,0,1,0.2,0,0.8,2,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
2,22,0,0,25,0.008,0,0.2,1,FALSE,Returning_Visitor,Feb,1,2,4,FALSE
0,0,1,93,30,0.012903226,0,0.2,1,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,12,0,0,0,1,TRUE,Returning_Visitor,Feb,4,1,1,FALSE
0,0,0,0,21,0,0,0.8,1,FALSE,Returning_Visitor,Feb,3,3,2,FALSE
0,0,0,0,11,0.018181818,0,0.2,3,FALSE,Returning_Visitor,Feb,1,2,2,FALSE
0,0,0,0,8,0,0,0,3,FALSE,Returning_Visitor,Feb,3,4,1,FALSE
0,0,0,0,6,0,0,0,9,FALSE,Returning_Visitor,Feb,3,2,4,FALSE
0,0,0,0,6,0,0,0,4,FALSE,Returning_Visitor,Feb,1,2,4,FALSE
0,0,0,0,4,0,0,0.6,1,FALSE,Returning_Visitor,Feb,2,2,2,FALSE
0,0,2,75,14,0,0,0.8,3,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,3,0,0,0,3,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,11,0.028,0,0,3,FALSE,Returning_Visitor,Feb,1,2,4,FALSE
0,0,0,0,1,0.2,0,0,3,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,9,0,0,0.4,1,FALSE,Returning_Visitor,Feb,3,2,2,FALSE
0,0,0,0,10,0,0,0.4,8,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
4,462,0,0,51,0,0,0.6,9,FALSE,Returning_Visitor,Feb,3,2,2,FALSE
0,0,0,0,3,0.133333333,0,0,1,FALSE,Returning_Visitor,Feb,1,2,4,FALSE
0,0,0,0,2,0,0,0,1,TRUE,Returning_Visitor,Feb,2,2,6,FALSE
2,20,0,0,16,0,0,0,1,FALSE,Returning_Visitor,Feb,6,2,2,FALSE
0,0,0,0,1,0.2,0,0,3,FALSE,Returning_Visitor,Feb,3,3,2,FALSE
0,0,0,0,6,0,0,0.8,4,FALSE,Returning_Visitor,Feb,3,2,2,FALSE
6,111.5,0,0,26,0,0,0.6,3,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,6,0,0,0,4,FALSE,Returning_Visitor,Feb,2,3,2,FALSE
0,0,0,0,9,0.005555556,0,0,5,FALSE,Returning_Visitor,Feb,2,2,4,FALSE
0,0,0,0,3,0,0,0,1,FALSE,Returning_Visitor,Feb,5,2,4,FALSE
0,0,0,0,2,0.05,0,0.4,1,FALSE,Returning_Visitor,Feb,4,2,2,FALSE
4,103.625,0,0,14,0,0,0.2,3,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,1,0.2,0,0,7,FALSE,Returning_Visitor,Feb,3,2,2,FALSE
0,0,0,0,9,0,0,0.2,6,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
3,19,0,0,8,0,0,0,2,FALSE,Returning_Visitor,Feb,3,2,4,FALSE
0,0,0,0,1,0.2,0,0,2,FALSE,Returning_Visitor,Feb,3,2,2,FALSE
0,0,1,19,10,0,0,0,3,FALSE,Returning_Visitor,Feb,6,2,2,FALSE
0,0,0,0,3,0.066666667,0,0.4,1,FALSE,Returning_Visitor,Feb,3,2,4,FALSE
0,0,0,0,3,0,0,0,1,FALSE,Returning_Visitor,Feb,1,2,2,FALSE
0,0,0,0,4,0,0,0,3,FALSE,Returning_Visitor,Feb,3,2,2,FALSE
0,0,0,0,28,0.007142857,0,0,4,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,11,0,0,0.8,2,FALSE,Returning_Visitor,Feb,1,2,2,FALSE
0,0,0,0,20,0.0075,0,0,1,FALSE,Returning_Visitor,Feb,1,1,2,FALSE
0,0,0,0,1,0.2,0,0.4,3,FALSE,Returning_Visitor,Feb,4,2,2,FALSE
0,0,0,0,4,0.1,0,0,5,FALSE,Returning_Visitor,Feb,1,2,5,FALSE
0,0,0,0,19,0,0,0.2,3,FALSE,Returning_Visitor,Feb,3,2,2,FALSE
0,0,0,0,9,0,0,0,1,FALSE,Returning_Visitor,Feb,1,2,6,FALSE
0,0,0,0,21,0.033333333,0,0,2,TRUE,Returning_Visitor,Feb,1,3,2,FALSE
0,0,0,0,1,0.2,0,0,3,TRUE,Returning_Visitor,Feb,2,3,3,FALSE
0,0,0,0,6,0,0,0.8,1,TRUE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,1,0.2,0,0,1,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,1,0.2,0,0,3,FALSE,Returning_Visitor,Feb,3,3,2,FALSE
0,0,0,0,23,0.008695652,0,0.6,4,FALSE,Returning_Visitor,Feb,2,1,1,FALSE
2,58,2,22,31,0.03030303,0,0,1,TRUE,Returning_Visitor,Feb,1,1,1,FALSE
1,9.5,0,0,23,0.015217391,0,0,1,TRUE,Returning_Visitor,Feb,2,1,1,FALSE
0,0,0,0,6,0,0,0.4,3,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,23,0.008695652,0,0.6,1,FALSE,Returning_Visitor,Feb,3,2,2,FALSE
0,0,0,0,12,0,0,0,3,FALSE,Returning_Visitor,Feb,2,1,1,FALSE
0,0,0,0,5,0,0,0,1,FALSE,Returning_Visitor,Feb,3,2,2,FALSE
0,0,0,0,5,0.086666667,0,0,1,FALSE,Returning_Visitor,Feb,3,2,2,FALSE
0,0,0,0,11,0.018181818,0,0,6,FALSE,Returning_Visitor,Feb,1,2,4,FALSE
0,0,0,0,20,0,0,0.8,7,TRUE,Returning_Visitor,Feb,4,3,2,FALSE
1,0,0,0,15,0,0,0.8,2,TRUE,Returning_Visitor,Feb,4,1,1,FALSE
0,0,0,0,17,0.011111111,0,0,1,FALSE,Returning_Visitor,Feb,3,2,4,FALSE
0,0,0,0,3,0.066666667,0,0.6,1,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,1,0.2,0,0.8,1,TRUE,Returning_Visitor,Feb,2,1,1,FALSE
5,41.3,0,0,24,0,0,1,8,TRUE,Returning_Visitor,Feb,1,2,2,FALSE
3,87,0,0,10,0,0,0,2,FALSE,Returning_Visitor,Feb,3,1,1,FALSE
0,0,0,0,7,0,0,0,6,FALSE,Returning_Visitor,Feb,2,1,1,FALSE
1,0,0,0,21,0.010743802,0,0,1,FALSE,Returning_Visitor,Feb,4,1,1,FALSE
0,0,0,0,1,0.2,0,0,3,FALSE,Returning_Visitor,Feb,3,3,2,FALSE
0,0,0,0,6,0.033333333,0,0.6,6,FALSE,Returning_Visitor,Feb,2,1,1,FALSE
0,0,0,0,17,0,0,0,6,TRUE,Returning_Visitor,Feb,2,3,2,FALSE
0,0,0,0,1,0.2,0,0.6,1,FALSE,Returning_Visitor,Feb,3,4,2,FALSE
0,0,0,0,1,0.2,0,0,1,FALSE,Returning_Visitor,Feb,1,2,4,FALSE
0,0,0,0,8,0.008333333,0,0.8,1,TRUE,Returning_Visitor,Feb,3,3,2,FALSE
0,0,16,1210.397619,5,0.003174603,0,0,1,FALSE,Returning_Visitor,Mar,8,2,2,FALSE
0,0,0,0,20,0.011111111,8.000740741,0,3,FALSE,Returning_Visitor,Mar,1,1,1,FALSE
2,9,0,0,50,0,0,0,3,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
10,293.7782051,2,153,96,0.001960784,0,0,6,TRUE,Returning_Visitor,Mar,2,3,2,FALSE
9,111.5,1,48.5,49,0,1.706014966,0,7,FALSE,Returning_Visitor,Mar,2,2,2,TRUE
3,47,1,51,68,0.007142857,46.53017511,0,1,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,2,0.2,0,0,1,FALSE,Returning_Visitor,Mar,3,1,1,FALSE
3,1226,5,3,24,0.036190476,0,0,1,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
3,52,0,0,9,0,0,0,1,FALSE,Returning_Visitor,Mar,1,1,1,FALSE
0,0,0,0,3,0,0,0,3,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,22,0.009090909,0,0,7,TRUE,Returning_Visitor,Mar,2,1,1,FALSE
0,0,0,0,98,0.002061856,0,0,1,FALSE,Returning_Visitor,Mar,3,1,1,FALSE
2,56,1,144,67,0,19.34265017,0,4,FALSE,New_Visitor,Mar,2,2,2,TRUE
3,112.9607843,0,0,13,0.013068182,0,0,1,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
0,0,0,0,17,0,109.176,0,9,FALSE,New_Visitor,Mar,2,2,2,TRUE
3,94,2,125,55,0,96.25511582,0,1,TRUE,New_Visitor,Mar,2,2,4,TRUE
1,32,0,0,50,0,153.4432478,0,7,TRUE,Returning_Visitor,Mar,8,2,2,TRUE
0,0,0,0,5,0,0,0,1,TRUE,Returning_Visitor,Mar,9,1,1,FALSE
5,218,0,0,13,0,0,0,1,FALSE,New_Visitor,Mar,2,1,1,FALSE
0,0,0,0,3,0,0,0,1,FALSE,Returning_Visitor,Mar,8,1,2,FALSE
1,119,0,0,12,0,0,0,1,FALSE,Returning_Visitor,Mar,10,3,2,FALSE
3,281,0,0,16,0,0,0,5,FALSE,New_Visitor,Mar,2,2,2,FALSE
1,18,0,0,16,0,33.79956701,0,2,FALSE,New_Visitor,Mar,3,2,5,TRUE
2,40,0,0,5,0,0,0,7,TRUE,New_Visitor,Mar,2,2,2,FALSE
3,107,0,0,4,0,0,0,7,FALSE,New_Visitor,Mar,1,3,2,FALSE
0,0,0,0,8,0,0,0,1,FALSE,Returning_Visitor,Mar,3,2,4,FALSE
2,49,1,127,4,0.033333333,0,0,3,FALSE,Returning_Visitor,Mar,2,3,2,FALSE
0,0,0,0,14,0.037619048,0,0,3,FALSE,Returning_Visitor,Mar,1,2,6,FALSE
0,0,0,0,2,0,0,0,8,FALSE,Returning_Visitor,Mar,11,3,2,FALSE
4,57,0,0,7,0.006666667,0,0,6,TRUE,Returning_Visitor,Mar,6,1,2,FALSE
2,2,3,261,10,0,0,0,1,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
2,123,2,306.3333333,18,0,0,0,4,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
2,118,0,0,4,0,0,0,7,FALSE,Returning_Visitor,Mar,3,1,2,FALSE
0,0,0,0,35,0.005714286,0,0,2,FALSE,Returning_Visitor,Mar,2,2,4,FALSE
0,0,0,0,12,0.016666667,0,0,3,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
0,0,0,0,3,0,0,0,3,FALSE,Returning_Visitor,Mar,12,2,4,FALSE
2,38,0,0,14,0,35.0928,0,5,FALSE,Returning_Visitor,Mar,1,2,2,TRUE
0,0,0,0,5,0.08,0,0,1,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,4,0.1,0,0,1,FALSE,Returning_Visitor,Mar,1,3,2,FALSE
1,54,0,0,6,0,0,0,1,FALSE,New_Visitor,Mar,8,2,2,FALSE
1,993,0,0,28,0.001481481,0,0,4,FALSE,Returning_Visitor,Mar,2,3,2,FALSE
0,0,0,0,2,0,0,0,3,TRUE,Returning_Visitor,Mar,11,2,2,FALSE
5,74.25,2,84,37,0,0,0,4,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,9,0,0,0,1,FALSE,Returning_Visitor,Mar,3,2,2,FALSE
0,0,0,0,16,0,17.76266667,0,1,FALSE,Returning_Visitor,Mar,1,2,2,TRUE
0,0,0,0,19,0.010526316,0,0,1,FALSE,Returning_Visitor,Mar,3,2,2,FALSE
2,32,0,0,50,0.004,7.146260888,0,7,TRUE,Returning_Visitor,Mar,9,2,2,FALSE
6,666.8333333,0,0,22,0,0,0,3,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
0,0,0,0,9,0.011111111,0,0,1,TRUE,Returning_Visitor,Mar,3,4,1,FALSE
1,73,1,740,50,0,22.03276923,0,3,TRUE,Returning_Visitor,Mar,2,2,2,FALSE
2,154,0,0,18,0.005263158,0,0,2,TRUE,Returning_Visitor,Mar,1,3,2,FALSE
3,49.33333333,5,303.25,7,0,0,0,2,FALSE,Returning_Visitor,Mar,2,3,2,FALSE
3,118.5,0,0,29,0.006896552,0,0,1,TRUE,Returning_Visitor,Mar,8,3,2,FALSE
6,153.5,0,0,34,0.011578947,0,0,1,TRUE,Returning_Visitor,Mar,1,2,6,FALSE
0,0,0,0,9,0,0,0,2,TRUE,Returning_Visitor,Mar,3,3,2,FALSE
0,0,0,0,16,0,0,0,4,FALSE,Returning_Visitor,Mar,3,2,2,FALSE
8,72.25,1,21.5,51,0.022807018,0,0,2,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
2,24.5,0,0,22,0.018181818,0,0,1,FALSE,Returning_Visitor,Mar,3,2,5,FALSE
1,0,0,0,18,0.023529412,0,0,8,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,1,1220,28,0.016666667,0,0,1,TRUE,Returning_Visitor,Mar,3,2,2,FALSE
0,0,0,0,7,0,0,0,1,FALSE,Returning_Visitor,Mar,2,2,10,FALSE
0,0,0,0,31,0,0,0,1,FALSE,Returning_Visitor,Mar,3,4,1,FALSE
0,0,0,0,14,0.015384615,0,0,8,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
1,22,0,0,9,0.033333333,0,0,1,FALSE,Returning_Visitor,Mar,1,3,3,FALSE
16,155.6313131,0,0,32,0.005,4.368515556,0,3,FALSE,Returning_Visitor,Mar,2,2,2,TRUE
1,21.33333333,1,235,71,0.012676056,0,0,2,TRUE,Returning_Visitor,Mar,1,3,2,FALSE
2,191,1,100,46,0.007246377,0,0,9,TRUE,Returning_Visitor,Mar,3,3,2,FALSE
0,0,0,0,18,0,0,0,1,FALSE,Returning_Visitor,Mar,1,2,5,FALSE
0,0,0,0,2,0.2,0,0,1,FALSE,Returning_Visitor,Mar,1,1,1,FALSE
0,0,0,0,5,0.08,0,0,2,FALSE,Returning_Visitor,Mar,1,2,5,FALSE
0,0,0,0,2,0,0,0,5,TRUE,Returning_Visitor,Mar,1,2,2,FALSE
4,96.5,0,0,19,0.01,0,0,1,FALSE,Returning_Visitor,Mar,1,1,1,FALSE
1,13,0,0,2,0,0,0,3,FALSE,Returning_Visitor,Mar,2,3,2,FALSE
5,1388.75,0,0,4,0,0,0,7,FALSE,Returning_Visitor,Mar,8,1,1,FALSE
0,0,0,0,45,0,0,0,3,FALSE,Returning_Visitor,Mar,1,1,1,FALSE
0,0,1,0,7,0,0,0,1,FALSE,New_Visitor,Mar,8,2,2,FALSE
3,51,0,0,14,0.015555556,0,0,6,TRUE,Returning_Visitor,Mar,1,7,1,FALSE
0,0,0,0,1,0.2,0,0,5,FALSE,Returning_Visitor,Mar,2,3,3,FALSE
1,158,1,64,29,0.006451613,8.772473118,0,3,TRUE,Returning_Visitor,Mar,2,2,2,TRUE
0,0,0,0,9,0,0,0,1,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,30,0,0,0,7,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
0,0,0,0,63,0,51.46331148,0,3,TRUE,Returning_Visitor,Mar,1,2,5,TRUE
0,0,0,0,20,0,0,0,7,FALSE,Returning_Visitor,Mar,2,1,8,FALSE
0,0,0,0,5,0,0,0,1,FALSE,Returning_Visitor,Mar,10,2,2,FALSE
0,0,0,0,15,0,0,0,1,FALSE,Returning_Visitor,Mar,1,2,4,FALSE
0,0,0,0,6,0,0,0,1,TRUE,Returning_Visitor,Mar,3,1,1,FALSE
1,10,0,0,14,0.035714286,0,0,1,TRUE,Returning_Visitor,Mar,1,3,2,FALSE
0,0,0,0,1,0.2,0,0,1,FALSE,Returning_Visitor,Mar,1,2,5,FALSE
1,28,1,47,13,0,0,0,1,FALSE,New_Visitor,Mar,8,1,1,FALSE
4,27,0,0,42,0,0,0,3,FALSE,Returning_Visitor,Mar,3,2,5,FALSE
0,0,0,0,5,0.02,0,0,2,TRUE,Returning_Visitor,Mar,9,1,1,FALSE
0,0,0,0,2,0,0,0,6,FALSE,Returning_Visitor,Mar,1,2,5,FALSE
4,15,0,0,10,0,38.99,0,1,TRUE,Returning_Visitor,Mar,3,1,1,TRUE
0,0,0,0,18,0.016666667,0,0,9,FALSE,Returning_Visitor,Mar,1,4,2,FALSE
